Course-Name,Target-Grades,Development-Software,Dates,Sessions (Lessons),Hours,Course-Cost,Location,Extras
צעדים ראשונים בתכנות,ג-ד,Kodu,28.07-01.08,5 מפגשים (10 שיעורים),09:00-11:00,₪790,שיעור אונליין בזום,גישה למצגות והקלטות השיעור
